engine_temp,vibration_level,battery_voltage,oil_pressure,mileage,obd_error_code,fault_label
87.46323422708643,0.28534966807864387,14.3940610785073,45.043900206624855,121100,None,Normal
95.9588758743284,0.6497846488213226,12.869782772459454,42.355187017545795,85755,None,Normal
88.65602263885417,0.862434011701068,12.725154984836488,40.777698778183314,82578,None,Normal
104.26882764402815,1.810517051841123,12.278963958078872,18.165956885955033,160586,P0299,Low Oil Pressure / Oil Leak
94.13968574448776,0.5106377191615565,13.496551514326823,17.754398957486288,62253,P0299,Low Oil Pressure / Oil Leak
96.54363009471223,0.7412904402276468,13.540765355506453,17.0886813441795,53275,None,Low Oil Pressure / Oil Leak
84.48726012467975,0.6103829230356297,13.935547163231792,39.575963309832446,20011,None,Normal
92.18278337943312,1.0284692994491171,13.059776853057768,35.2863055533412,148884,None,Normal
97.88927100019457,1.080314762148927,13.684471320502936,46.387547223645655,126028,None,Normal
81.67584982050619,1.0972157579533268,14.210794308610328,47.66202914546536,71110,None,Normal
97.38479890075796,0.632497878330132,13.092450652861993,45.122837256804885,90704,None,Normal
95.03544492060628,0.5207800649717358,12.854385169759723,35.81550283109528,120224,None,Normal
84.55890290340886,0.20997877665844938,13.874542958474333,45.71313198695157,168042,None,Normal
91.83703206140618,0.7683086033354716,12.677982058873376,42.35431606118867,56714,None,Normal
85.51256517415901,0.8238958362916384,13.501378781432138,43.52166767780743,30488,None,Normal
87.01067410824356,0.5855119047369224,13.146735498083562,45.8281521469517,35058,None,Normal
85.50087587882386,1.0766507618282006,14.39303524149177,42.36619061013697,92479,None,Normal
88.16832986982013,0.3598797633664414,10.858991993086374,34.18916348261266,75164,P0562,Alternator or Battery Failure
81.0848130252121,1.1344360268055143,13.168083105755306,37.02841656898433,99744,None,Normal
82.57385027695105,0.9615106317174722,13.674614320300897,37.022453522455805,21400,None,Normal
93.98157028269752,3.7017940096565476,13.255995518254718,38.31066730435913,92572,P0300,Engine Misfire
84.8745139046655,0.4475597702798864,12.618799961911407,44.178810331936404,147883,None,Normal
89.68358272141143,0.2455851579486688,11.470330135629439,51.05413441625953,72288,P0562,Alternator or Battery Failure
90.49479992496093,1.810041676762157,12.131477003192446,18.385992804371526,102396,P0299,Low Oil Pressure / Oil Leak
96.63443054946953,4.1925027540720965,12.89411638046284,51.99594369853669,169197,None,Engine Misfire
81.36259509157617,0.5878260899169312,14.026721552978946,53.03548057092458,44677,None,Normal
102.98057348417254,1.733986202720641,12.029218647608877,14.92015298479726,131103,P0299,Low Oil Pressure / Oil Leak
94.4232609820635,0.6448524328275409,10.37371616107828,38.79124680854763,201005,P0562,Alternator or Battery Failure
89.99654391687736,0.9192017782722639,12.934064008529468,54.92667832113484,195084,None,Normal
107.03353244208674,1.1481009275999265,13.752059589763359,15.454148016201085,225050,P0299,Low Oil Pressure / Oil Leak
83.6236179408038,0.5951377432643186,12.574973112492708,44.510920749736535,110889,None,Normal
84.68284023731692,0.9308209649807297,14.36446447194477,40.13060124888496,132564,None,Normal
97.35341149682195,0.28928952452557294,13.805336606356162,44.87628080913858,80591,None,Normal
102.5762371209007,1.736775604699894,12.918958847340546,10.230850910261502,90206,None,Low Oil Pressure / Oil Leak
97.0057831378837,1.0496473906774115,12.969961393312076,44.01088270620187,30186,None,Normal
93.09937174752378,4.7968616331207015,12.12092587504761,44.46354545508829,38991,P0300,Engine Misfire
84.95518784213348,0.356206568686622,13.708286620970751,46.986042322788755,39974,None,Normal
83.09049033869809,0.700112752076627,13.282720380564793,52.41053932538769,128126,None,Normal
92.84029254592194,1.0952068376871993,13.472187140019766,45.64226970530631,25898,None,Normal
96.5958568766591,2.632909222328739,13.566884451389749,34.39725708546655,74138,P0300,Engine Misfire
84.81323650143574,0.21511068421447505,14.333529201963497,40.01786091382205,136825,None,Normal
101.02440322718999,0.8151766639103217,12.255929799693174,19.20116886418432,34835,None,Low Oil Pressure / Oil Leak
91.32917548643472,0.8957486889846171,13.36362802305877,47.55116160168127,118941,None,Normal
126.36082596883604,1.3958139498726987,13.811201067896066,36.68572077890035,190391,P0115,Overheating Engine
96.75363186086416,1.0584127518430118,13.315088652012536,50.017421355829946,152135,None,Normal
86.11667051609244,1.0863803619601418,9.31327208407371,54.03541549105124,152624,P0562,Alternator or Battery Failure
94.45059682684101,1.1609201469288246,13.518276649819025,44.769912653198105,83368,None,Normal
80.21878054441669,1.169878826707639,12.582003832706095,52.82286227396142,107901,None,Normal
106.14532078375338,0.7521771463965876,13.126973240527773,14.373748079212449,167520,None,Low Oil Pressure / Oil Leak
87.14461897162873,0.33271575404306036,13.578327611696961,48.78929938274531,161114,None,Normal
95.63242356616243,0.6874311982495136,14.199649231098775,50.99710511894631,87916,None,Normal
114.47810058216702,0.8942716581040678,14.051620732522487,23.559312972247408,225093,P0115,Overheating Engine
86.8603481852535,2.5740567124926574,12.230252968762258,40.57358859353894,202983,P0300,Engine Misfire
83.93688103396269,0.795303265927489,13.002806551158178,48.23937889587737,163913,None,Normal
87.74550610819033,0.40052472670033673,13.434029638808731,36.28417874150268,118484,None,Normal
96.20149729429666,0.3161389602005256,14.316245775015107,41.279334347547056,178238,None,Normal
91.94608097652767,1.136829739324758,13.891886984699475,39.29880757181513,11080,None,Normal
91.72065652787013,0.8209285674784312,13.169512398558343,51.8289510616952,96900,None,Normal
88.57404319941978,0.6975398521461023,12.888892207208839,46.82260606517033,41296,None,Normal
87.29184850149619,1.1061110021324971,13.110841832370976,44.528739726875834,49075,None,Normal
94.00445437660376,0.9608513309307818,12.85667257081528,36.767698939690376,141295,None,Normal
83.34982552123299,1.0026433097957104,13.370555084801996,44.65937744170711,31028,None,Normal
87.67694503149585,1.4344310662750726,12.983123229440965,17.279849715709368,78503,P0299,Low Oil Pressure / Oil Leak
89.87154493388412,0.26646332577627213,13.95637859411191,46.67427175462728,157482,None,Normal
87.79068803977044,0.24389994264300513,12.814924581658296,43.910832774837814,45791,None,Normal
93.77923218183997,0.3589081676693536,13.65942778400752,37.707081645553714,151518,None,Normal
92.68197970449401,0.6227286368939322,13.158395919110164,42.95224757105741,56533,None,Normal
83.78259316243295,0.6467264687026406,9.496279677944852,35.14950089692404,10198,P0562,Alternator or Battery Failure
91.7163272928307,3.7991813604382147,14.0391966367209,54.05146247353379,137060,P0300,Engine Misfire
85.16137426774164,0.7205438373048585,10.257595720218305,51.997865668175365,116159,P0562,Alternator or Battery Failure
90.19125244205128,0.5127779892103541,13.743249810436168,39.640363606176216,7804,None,Normal
80.6050448032991,0.26265320345535453,14.222231161354381,37.78490742235191,108822,None,Normal
111.68600530148242,1.197916296913885,12.128123227804606,12.12274321814985,125935,P0299,Low Oil Pressure / Oil Leak
95.97097023602173,1.8898780748275716,13.562927993027305,13.689236247929188,143799,P0299,Low Oil Pressure / Oil Leak
80.36128155999907,0.5220791655831782,12.901751213293435,41.54994704355829,28353,None,Normal
89.54543839848485,0.24195122343163628,14.34012867742933,50.97428383309149,62100,None,Normal
90.06519470799364,0.8970241660042995,10.071158816969291,51.98198890392517,162328,P0562,Alternator or Battery Failure
97.94684268746182,2.5337098091982067,13.430411766180438,54.562064515031196,229718,P0300,Engine Misfire
127.75830759484121,0.5335004783936564,13.327763374302465,39.78517944953981,169810,P0115,Overheating Engine
119.20583672019615,0.5798801771700237,13.790191356188899,48.215118586382076,160972,None,Overheating Engine
86.0163900347053,0.970912203745822,12.702536680954166,36.50275563471617,146996,None,Normal
82.4559155460212,0.8951445540475937,13.268205659398156,43.5639922985123,144931,None,Normal
96.2208441888378,0.24544638034145788,13.033830060225238,54.008229681531176,178601,None,Normal
84.35699488720701,0.8721355474058785,13.947077269124563,39.752750879847994,147002,None,Normal
83.13859572208985,0.8909377381024659,13.234797157971022,53.73459977473469,31816,None,Normal
106.17060056376047,1.0092651857309618,12.357853793232067,42.03097029476655,61986,P0115,Overheating Engine
94.74314324950981,0.7407937549855443,13.849461317384293,41.287002263674964,96877,None,Normal
96.15377382370906,2.34198678835502,14.138059662916065,42.81538110258,86901,P0300,Engine Misfire
85.20150479126492,1.1340299294861387,13.579749954641894,13.926937019674359,191088,P0299,Low Oil Pressure / Oil Leak
96.09369744559851,1.1464565131504054,14.195860632224303,43.38895987914627,157171,None,Normal
81.19816510245602,0.8483180074520955,12.640800302892247,42.50937856933001,161743,None,Normal
84.74151967320456,0.25574085358744175,10.66355062771548,36.02009540182933,91229,P0562,Alternator or Battery Failure
80.13613174960656,0.8474747141546031,14.206258043004976,39.86964593152599,185771,None,Normal
88.1857581659479,0.8747863021674105,13.787310066379002,42.46245236844767,188629,None,Normal
107.57986545376642,0.823194360913595,12.26506000936463,18.015371718979257,64454,None,Low Oil Pressure / Oil Leak
83.58185850126986,0.6183338641022802,13.926785616890305,37.027457951063184,59181,None,Normal
82.30160242200351,0.9655467505158608,12.500022106035196,43.33131656964584,106889,None,Normal
95.68766251074277,1.1734889691773969,14.340867925042815,49.9930366348585,30366,None,Normal
82.10416473275055,1.1398321236134752,13.692645300835695,41.69811229314172,32158,None,Normal
94.70729727708704,0.45790282704493984,12.824686416041125,48.372864398488616,186228,None,Normal
81.90196431671139,0.8408263146902062,12.91047254676824,47.391759097956594,131789,None,Normal
87.00614849045219,0.428875462483499,13.634018566086743,53.56364196227903,186182,None,Normal
85.96816458320949,1.055030201619935,12.893444037500625,36.423165703468655,18456,None,Normal
102.20715822652664,0.6060449122765492,12.795388413078504,14.847994662811924,249169,P0299,Low Oil Pressure / Oil Leak
86.6334741870277,1.0643582498396371,13.39909882271396,54.363868558294435,41177,None,Normal
80.56572534236122,0.8364104112637805,13.09727636404502,45.17141382329406,181975,None,Normal
83.22856427621979,1.170676545409744,12.715276658982182,43.072020047231824,148887,None,Normal
95.30334056773178,4.774741443520847,13.344951643744997,39.27434281480423,197594,P0300,Engine Misfire
81.85622963904679,1.1025529066795667,13.459979507650928,51.52914932215484,67409,None,Normal
96.58626805576921,4.511401588118131,13.252470965706845,45.793060458164604,139312,P0300,Engine Misfire
93.54889951203754,0.3586051052930737,14.173654442477964,52.436870554904644,10703,None,Normal
90.07352596354792,0.3552402459307125,12.845663447941016,52.235712420270346,189492,None,Normal
96.70973412657906,0.6281841483173143,14.336644156182972,54.272399541785056,171336,None,Normal
95.92952722050752,2.437518431081245,13.664622408575276,44.5608769222074,62915,P0300,Engine Misfire
120.30885765386036,0.8033326694441246,13.375726373899798,42.41234801387087,64210,P0115,Overheating Engine
82.68547456162376,0.9975140452964859,10.826109932441062,43.67322189963692,109768,None,Alternator or Battery Failure
94.46486363794763,0.7052067735766383,14.337540568992424,43.35521958550199,196901,None,Normal
121.11495717119072,0.6450708999444217,13.338302900017098,28.431492505006673,54036,P0115,Overheating Engine
86.22718480989118,0.622192233880678,11.084153410511433,34.89281600249123,182253,P0562,Alternator or Battery Failure
123.03614440557385,1.0097216499759445,13.651693228264321,23.76458890397452,188873,P0115,Overheating Engine
104.67423166418304,2.3304559108319327,12.212728031532647,48.011418536568904,84819,P0300,Engine Misfire
94.15421025947994,0.2894110023122595,13.293403473991365,52.58236615124329,189222,None,Normal
93.9165537305361,0.7179605277125789,13.161381627019747,42.434785898126606,5263,None,Normal
81.52217680575028,0.8068469555401392,14.17384871071535,52.65829633037444,133513,None,Normal
93.02156204639454,0.6958757350787708,12.653987810224532,39.403664038996226,138235,None,Normal
89.10724233922878,0.42085278296300893,12.573966930318768,35.72037636582853,39168,None,Normal
83.56575738967533,0.7653302545716099,13.38147172470784,54.44010659263074,123662,None,Normal
83.81680711834808,0.8109809888509918,13.280954092632738,51.797226057334406,180504,None,Normal
81.96675578557318,1.053961966955422,13.334384651604122,51.93937708414121,179152,None,Normal
105.58585287151209,1.022635381954713,13.603666240231345,43.39462652030204,41599,P0115,Overheating Engine
102.20986699264898,1.7027388498132727,13.026024107910006,13.116660831950428,53848,None,Low Oil Pressure / Oil Leak
101.21367140675184,4.66576083725119,12.200916615533826,34.03619215082303,240971,P0300,Engine Misfire
84.8644584583541,1.1664173858664073,13.559646769875084,41.94554078061015,118191,None,Normal
81.2073765929917,0.9499604703991777,12.898820626881612,52.96108578881427,45002,None,Normal
107.31309692365905,1.2383665865109048,12.651986749729234,48.14947185953948,199216,None,Overheating Engine
81.15137092833108,0.20418744362795788,10.809042401112603,46.04548792003588,96265,P0562,Alternator or Battery Failure
84.45212568474349,0.8406151835488873,13.766540910188576,38.25399487617132,115191,None,Normal
85.85329979648145,0.929606178338064,13.711359195574905,52.744254851526534,97081,None,Normal
84.39181358082351,1.1730105547524456,13.246885676866844,52.84093110354227,128072,None,Normal
109.83439943804478,0.6422737898797342,13.197077204318822,16.905095212183184,196523,None,Low Oil Pressure / Oil Leak
88.82000695144443,0.5531028889383895,11.11948007466988,43.86717561970918,183445,P0562,Alternator or Battery Failure
82.21257221237698,1.0886590802653986,13.455859506481689,43.98699484079284,119243,None,Normal
91.27196578936548,0.3312448776823876,12.56179974103338,53.41695695631374,125246,None,Normal
85.49559218054117,0.41264437637109613,12.56305977366861,41.07892802481447,132366,None,Normal
92.01668094014452,1.0078459419412586,13.948341756075571,50.95627297717269,89938,None,Normal
92.7628327110038,0.30687692309474385,13.577893217294918,40.13125567402727,192770,None,Normal
81.44206723492415,1.0948166560605277,13.5404255146921,51.345955399249874,93202,None,Normal
96.57570320957264,0.26107795985486376,13.026067531479686,51.12402559586123,150910,None,Normal
92.87510283130814,3.781349579592761,12.978061702352742,48.55924842724455,72516,P0300,Engine Misfire
89.3188095809248,0.28786649914483337,13.166191169297443,35.66406217582733,20322,None,Normal
91.60541447438274,0.42982672579761844,13.55005830877582,42.44346510493794,134025,None,Normal
97.65777280692834,0.6834074359731466,14.140740292777636,46.774630442626396,78189,None,Normal
102.15715567034978,2.992748123401165,12.42388807227074,33.22678117327204,88507,None,Engine Misfire
120.23276030256726,0.8280055051905932,12.677095991644928,38.409137089681515,217035,P0115,Overheating Engine
123.67146402431882,1.182156328959862,13.705536914036887,27.032768000345442,92643,P0115,Overheating Engine
81.64794670611174,1.0836839676879897,10.023031190622069,47.0967531227258,15323,P0562,Alternator or Battery Failure
88.84908575210298,0.6734717707805657,12.82908355282903,43.677032984759464,82708,None,Normal
83.17750457609915,0.42048620907017537,12.854232698074084,50.591689471335066,73274,None,Normal
89.34347213245192,0.6791818776297309,12.548719925032227,41.824956552523126,79138,None,Normal
86.31281267813078,0.967188288931127,13.26366873585756,44.59751240607818,127363,None,Normal
88.53585589983435,1.0620426509893135,14.104643857216633,41.382009464865114,166638,None,Normal
94.13316730507424,0.39967378215835975,13.477045432985863,46.84829137724085,14057,None,Normal
86.2857723430279,0.9259556788702394,14.204509493909896,52.741728485302346,157075,None,Normal
121.28741160107847,1.5718129728859138,12.322159764526196,44.987891467226845,136566,P0115,Overheating Engine
86.87777843280523,0.7645906389334636,10.791265288935554,46.97666511239093,205665,None,Alternator or Battery Failure
80.10473392820522,0.6034809690269995,9.76341061213993,50.47173176301179,80839,None,Alternator or Battery Failure
91.99493744440771,1.1660475051286772,13.945971801476489,54.01545415462676,141995,None,Normal
86.94975600405007,1.5266530416039612,13.107084912688995,17.15148849861264,136763,P0299,Low Oil Pressure / Oil Leak
90.21698491924178,2.2236262908731628,13.426254560057362,42.777345536809946,122469,None,Engine Misfire
91.01335210500284,0.33949386065204185,13.055074832216915,42.327236865873836,93933,None,Normal
86.59630762768516,0.5961726916092553,13.821387692710738,42.771162025406916,92495,None,Normal
95.08235074733247,1.0587642793494723,13.921876121964907,43.784212024994346,124056,None,Normal
117.09798916889059,1.1503620957700884,12.152666988989203,22.69630555208482,150205,P0115,Overheating Engine
96.45540553373891,4.330688782003736,12.718825559250993,38.740359970193055,157159,P0300,Engine Misfire
80.56855060686155,1.1362122462436899,12.598745438937797,45.825926706021406,143266,None,Normal
89.65717113752189,3.4792044965234155,12.68251762423835,34.54408994402986,135950,P0300,Engine Misfire
82.49382995524552,0.5797374048216488,10.68126614508072,54.24547161584462,162802,None,Alternator or Battery Failure
81.52625628882446,0.9163233880626822,12.63696023839748,36.42513455530517,7361,None,Normal
86.71956769303556,0.4707446731435538,13.72359913215413,43.17468342196193,9950,None,Normal
81.7228619993629,0.2236385860463364,13.719745850842205,47.141880721775614,111605,None,Normal
88.54335576349665,1.0441704489691972,14.0307732906051,46.70708728793504,174312,None,Normal
85.15735188068821,1.0026403123529297,14.394752009816845,35.60052010658786,179986,None,Normal
82.17005149526642,1.1024533072858418,12.626243304275972,45.67934945095527,32716,None,Normal
94.5511522660963,0.5046137691733708,12.685577016612129,48.684660530243136,90829,None,Normal
97.93083812297802,1.025415664123948,14.105255560734935,39.9801747221818,117456,None,Normal
81.88874321152714,0.4420450158625275,14.374658927207578,37.84991085803026,102283,None,Normal
98.99586751005366,0.6093476778074824,13.379032389713148,12.031989070128102,206812,None,Low Oil Pressure / Oil Leak
89.9668067364442,0.7417048124100041,13.947613443949253,51.672999238751714,90886,None,Normal
94.86470151016573,0.3288698674734452,13.13672582309237,49.87016512583216,36348,None,Normal
95.31108904114048,0.7612227882825249,13.494442731611297,37.295377437384346,172727,None,Normal
104.7624815190927,3.461599184989926,12.394160620238331,52.278502294837736,125881,P0300,Engine Misfire
84.9329939723697,0.7541780025157934,13.737698737868541,51.594836074144034,45252,None,Normal
94.46848802870255,0.3371484881527432,13.603328260653141,45.110175207797276,33095,None,Normal
96.06809079938554,1.017443561738441,13.149452968225965,40.18846866862585,79040,None,Normal
93.63879041655488,0.5702321856845767,11.00306941849704,52.42488223411028,187686,P0562,Alternator or Battery Failure
89.9154326709645,0.28698675991141015,13.276061104834328,42.45377034024628,55651,None,Normal
87.51339805667803,0.42210781047073026,12.727744197933998,41.75230342807256,188867,None,Normal
125.38907120329597,1.6819278432696614,12.69053176833306,40.73167438217786,76117,P0115,Overheating Engine
81.64847731987942,1.1173135754622427,12.759955398746026,54.00474707641605,91971,None,Normal
104.42203494444117,1.4964855110881152,13.544636399050344,29.94056656208951,167024,P0115,Overheating Engine
90.27102958993555,2.9257392240131015,14.047478962237275,30.616110115908068,180238,P0300,Engine Misfire
82.73787709800091,0.640323418368349,13.669066247632625,36.66928169978767,177071,None,Normal
96.02464495432044,0.27940658464302953,13.889843331646688,38.74823888195164,172344,None,Normal
82.80790136605165,0.25808361216819947,14.145734676972378,47.022300234864176,143074,None,Normal
99.77092106793927,2.3658658462593545,12.851890910662455,37.06913642650247,90032,None,Engine Misfire
89.34307623634886,0.2676125635922149,14.020677364862488,39.67424163820866,110302,None,Normal
94.91990058588698,0.6308875236618059,12.972557117916496,47.3428997320806,142821,None,Normal
81.09102421668003,0.480600813237916,10.039850848569714,49.560645305319696,218428,P0562,Alternator or Battery Failure
82.57115536665798,0.8920736470243689,12.89187901628869,42.83718746376052,179656,None,Normal
127.75272115217165,0.9054432664928428,12.747938100345145,22.368182088396665,114629,P0115,Overheating Engine
105.08812286700046,0.7744637253254487,13.655430342690288,21.538815469436468,125820,P0115,Overheating Engine
114.70172635585726,1.1061892368217645,13.67326641340162,24.634766120147773,124634,P0115,Overheating Engine
85.36493975550998,0.3053649222508565,13.985465340355377,47.88298442951832,14396,None,Normal
84.2704835749424,0.5253996981592677,13.918333669724246,47.992657980944294,170598,None,Normal
92.99727688764926,1.0861957804650746,13.62678423495489,42.830513963556584,85461,None,Normal
89.63558236614665,0.4152018720172375,12.523029471823397,39.82402915199083,195295,None,Normal
89.55687821141768,0.7951316749056816,12.518855260142887,44.28190318907008,192882,None,Normal
106.13893758495445,1.1639822723906497,13.067586833153767,17.279094067485367,114119,P0299,Low Oil Pressure / Oil Leak
97.06426124199008,2.407259190286941,13.502851428590702,53.31416771764903,152403,P0300,Engine Misfire
83.6959928967224,0.6830396975588899,13.010214136528454,40.749233297945004,133067,None,Normal
82.54830609828586,0.3269444137549727,9.495881070317472,42.96404221664335,61627,P0562,Alternator or Battery Failure
88.5313095247317,0.8675577385210271,12.827407755283097,38.845780376173416,12969,None,Normal
96.87011277025613,0.8878857223008134,12.628890412299826,41.01927133893633,143093,None,Normal
98.82639157086393,1.9110352815848477,12.105119002299093,13.022309750707453,218445,P0299,Low Oil Pressure / Oil Leak
93.95949710051019,0.6532888347480277,13.496341511722402,43.81525493876456,83148,None,Normal
81.45082724762824,0.9279393069737651,13.44327618947507,43.73701405230359,147254,None,Normal
90.89127277225776,0.32130299800553414,9.926660307852721,43.31177269709744,128527,P0562,Alternator or Battery Failure
101.68649591498797,3.7011188431711357,13.422096225501795,41.459086985657656,141602,P0300,Engine Misfire
85.44199848832689,0.4593348973170945,12.869785289739257,36.1529516439805,71777,None,Normal
97.19207373125063,0.7225765993367452,13.06917478811236,36.53724150552327,102621,None,Normal
96.18436263536915,3.5383297037676273,12.219075369788063,30.400703911378077,241647,P0300,Engine Misfire
93.61908304022708,1.8588675068519713,12.278601676140424,11.285197892725988,138466,P0299,Low Oil Pressure / Oil Leak
121.87834043612989,1.2626110937687614,13.822565076065779,22.4056027043634,122288,P0115,Overheating Engine
117.4214345283175,1.1031762076169538,12.261160010120046,49.417046811821706,63306,P0115,Overheating Engine
123.97950987450747,0.7088834601253987,12.05493765665751,33.47116303790378,68432,P0115,Overheating Engine
81.59480773423311,0.42061195271121127,13.636628058721104,49.713262284783795,199677,None,Normal
100.02846635062605,4.647469421245944,13.488557913815514,39.085098299985674,235781,P0300,Engine Misfire
85.35473644202996,0.8347441411040295,9.647407531649538,48.73423591612392,124596,P0562,Alternator or Battery Failure
96.42398367925827,4.4449221022523995,12.306790519651353,44.230161578235695,219635,P0300,Engine Misfire
91.24610953020924,0.27177580622651304,13.796972720324465,39.838633606310594,144220,None,Normal
95.89602170552197,2.5266730802720163,12.637401564224072,35.9687942771506,69114,P0300,Engine Misfire
121.84670206774783,1.2512584465023149,13.989591504986485,44.52223541918328,185335,P0115,Overheating Engine
96.42254022110043,0.4106621890056666,13.683636508770618,47.63120440185041,147957,None,Normal
88.30207664314774,0.7702869387313904,9.704257262989644,48.55678480630717,15291,P0562,Alternator or Battery Failure
86.01428819768748,1.5757721705701364,13.183808261066444,14.587059842162667,83487,None,Low Oil Pressure / Oil Leak
96.87298519694814,0.24317373579701168,12.813148149885931,37.63457546909124,146566,None,Normal
88.3332435482843,0.4913610728377445,10.201747477589954,39.421672008679714,193940,None,Alternator or Battery Failure
111.43157860807587,1.2528042965367556,13.000905135401021,17.034756054464808,59143,None,Low Oil Pressure / Oil Leak
83.97385303019769,0.2823810456158427,13.792948673941956,48.0902242856227,58285,None,Normal
86.63208055849842,1.0953460891531692,13.766279790300988,50.74774053504666,93597,None,Normal
94.6322181643414,1.1997176732861305,14.39360999044042,46.10863411205255,154952,None,Normal
99.36028356254003,3.1673132763117393,12.203388937481547,41.44750737817679,110730,None,Engine Misfire
94.46265674692728,0.4820345725713065,12.837135133181473,50.012295032817164,162332,None,Normal
97.82909255601211,0.6126176769114264,13.206834363006289,50.528259214839935,71456,None,Normal
84.33246881298508,0.3215013763009181,12.87519393073388,52.73849800418539,130933,None,Normal
90.47957743869405,0.5711724234376276,13.642040916920443,49.11171725287649,139238,None,Normal
85.35123422553201,0.29206698608247544,13.638184715585725,47.47297556580532,131458,None,Normal
81.12423668514329,1.0834647629860608,13.351806205201902,45.20864978008464,127185,None,Normal
94.39686530607275,0.24869484839992978,9.435218443473778,31.101646539259534,48908,P0562,Alternator or Battery Failure
88.4057167664361,1.294300422533686,12.591495398953814,9.710369024604686,189024,P0299,Low Oil Pressure / Oil Leak
84.21566067667402,0.41955392322980195,14.323739325155564,47.326009718514484,113591,None,Normal
94.89534059791346,0.9645277946547177,13.58970500776559,54.12094287223866,44092,None,Normal
94.28093669958504,0.9379277689988004,10.633830182176208,52.02237901361882,20417,P0562,Alternator or Battery Failure
83.68971731748478,0.4931477302610133,14.203038055190127,35.260038470214724,21674,None,Normal
113.4298354641144,0.7082932812694582,12.376060085325866,32.54434364488399,185388,None,Overheating Engine
82.50554062422252,0.6440437492022029,13.689845210700021,44.77795663584903,83346,None,Normal
85.90302728824584,3.338539706571572,13.856785638272454,36.560209412232545,116993,P0300,Engine Misfire
97.63946592845932,0.8018815896363221,13.606603050593769,49.96146358859065,163295,None,Normal
125.93170166444202,1.028567698567314,12.31521920914581,41.44156500506108,81004,P0115,Overheating Engine
90.8023619139641,0.48722120920515083,11.311405765506425,31.23052286351904,58526,None,Alternator or Battery Failure
91.10468453076336,1.1811861780274235,13.70044570133167,40.196071621283195,128631,None,Normal
102.48844146935653,0.5439491646551275,13.359826524235732,14.595088732242019,150064,P0299,Low Oil Pressure / Oil Leak
89.89151988182724,0.641530501373377,14.18663794724077,42.01830025104157,27828,None,Normal
80.53952461770821,0.5079299415911909,13.83889344919963,39.03706904245897,136319,None,Normal
80.66396505238158,0.8095643339798968,13.455090144134838,36.02957502499979,59336,None,Normal
96.79603996418405,0.8425651995351915,13.300371301258737,47.72354729416465,158202,None,Normal
97.05047439290945,1.1860010638228708,13.931418551991989,42.525191710618316,21282,None,Normal
105.10319155648457,1.0110350798272214,12.220540240190328,20.497774418977937,163886,P0115,Overheating Engine
101.31621933517994,1.4450280209282411,12.91824247196104,10.943120436874816,50583,P0299,Low Oil Pressure / Oil Leak
87.67561170672052,0.6832942849663253,10.118681840967296,50.97866520176881,40518,P0562,Alternator or Battery Failure
127.03730811435281,1.3682282787110576,14.053051193070473,27.96489222287217,152579,P0115,Overheating Engine
92.81101050342888,1.1811437317918219,13.582125581177497,40.19083566352181,90214,None,Normal
96.22195011478719,0.8874506436913883,13.90742553520332,16.19268291750835,128578,P0299,Low Oil Pressure / Oil Leak
